slang,formal
smoing,smoking
gimaana,gimana
rsep,resep
5mngg,5 minggu
cinere,1
bhan,bahan
400ug,400 ug
birahi,nafsu
menghilangkam,menghilangkan
knapaya,kenapa ya
percisnya,persis
usaia,usai
ginggul,gingsul
dibalas,di balas
nujukan,menunjukkan
8bulanan,8 bulan
soalna,soalnya
srtai,sertai
6th,6 tahun
mejaa,meja
mcm2,macam macam
ngikuti,mengikuti
trimkasihh,terima kasih
lpar,lapar
tksh,terima kasih
cara2,cara cara
qraba,raba
pangguln,panggul
kndang,kadang
penjelasana,penjelasan
bayia,bayi
kandang,kadang
besarnya4,besarnya
mnuju,menuju
wassalamu,wassalamualaikum
infksi,infeksi
75bulan,7 5 bulan
kluarganya,keluarganya
4thntp,4 tahun tapi
kerepotan,kerepotan
supy,supaya
taitanusdan,tetanus dan
sembuh2sepertinya,sembuh sembuh sepertinya
sekarangtdk,sekarang tidak
docdoc,dok dok
dokapakahbuta,dok apakah buta
akhif,akhir
sayakrn,saya karena
jaitam,jahitan
bhy,bahaya
seriussoalnya,serius soalnya
sedetail,sedetail
memecahkan,memecahkan
nukleus,nukleus
arahkan,arah kan
pagisubuh,pagi subuh
salalu,selalu
pilekbatuk,pilek batuk
pilekbatuktrus,pilek batuk terus
larutanadem,larutan adem
tibaterasa,tiba terasa
menangkis,menangkis
maksudx,maksudnya
malamsya,malam saya
seharieh,sehari seh
sedrofensempat,sedorfen sempat
trusdikasi,terus dikasih
sebenarx,sebenarnya
batukgejala,batuk gejala
keaadaan,keadaan
batuktapi,batuk tapi
kerjakan,kerjakan
oramg,orang
isnomnia,insomnia
jamura,jamuran
dimuluta,di mulutnya
bsendawa,bersendawa
menyiapi,menyiapi
20w3d,20 minggu 3 hari
panggultp,panggu tapi
38wposisi,38 minggu posisi
nasibubur,nasi bubur
sayurbuah,sayur buah
lauky,lauknya
wrnya,warnanya
tbh,tubuh 
kmbungdok,kembung dok
keperjakaan,keperjakaan
seringselama,sering selama
baiktapi,baik tapi
seblumnyakalo,sebelumnya kalau
ubur,subur
bgtmual,banget mual
keramaskh,keramas kah
sendiriapa,sendiri apa
tahunmempunyai,tahun mempunyai
bgtkira,banget kira
vitaminyauntuk,vitaminnya untuk
termasuksalh,termasuk salah
gataltolong,gatal tolong
lodocain,lodocain
kenap,kenapa
pntangan,pantangan
bepengaruh,berpengaruh
beginithx,begini terima kasih
samanya,samanya
sendirri,sendiri
berhubunganapakah,berhubungan apakah
mentruasilalu,menstruasi lalu
tanyabeginisaya,tanya begini saya
bnrkah,benarkah
nyeriudah,nyeri udah
nirmal,normal
trusapa,terus apa
7hrisisax,7 hari sisanya
bersihx,bersihnya
seterusx,seterusnya
6hri,6 hari
salahsaya,salah saya
semuanyasaya,semuanya saya
maksutnya,maksudnya
ngemil2,ngemil ngemil
2016mohon,2016 saya
2017sya,2017 saya
tanyapeekiraan,tanya perkiraan
weeksapa,minggu sapa
rido,ridho
melahirkanapa,melahirkan apa
eklusifsaya,eksklusif
berdetak2,berdetak detak
biasait,biasa itu
maagperut,maag perut
begahtrus2n,begah terus terusan
nynamun,nya namun
minggutidak,minggu tidak
kulkasapakah,kulkas apakah
hamildi,hamil di
bidansoalnya,bidan soalnya
kntrol,kontrol
14feb,14 feb
15feb,15 feb
pumya,punya
2018kira2,2018 kira kira
aguatus,agustus
myopia,myopia
kainhanduk,kain handuk
kepretan,kepretan
timpukan,timpukan
trsedak,tersedak
kotormohon,kotor mohon
brpn,berapa
knpbaik2,kenapa baik baik
pembengkakkan,pembengkakkan
peroxicam,peroxicam
kgunaan,kegunaan
nanahitu,nanah itu
deoan,depan
barutpi,baru tapi
pengaten,pengantin
hatibuat,hati buat
menapousetrima,menopause
ovulasitp,ovulasi tapi
menikahdan,menikah dan
mula2,mula mula
gatel”,gatel
kegalah,kegalah
35thn,35 tahun
motr,motor
sepda,sepeda
tembaga,tembaga
gimanna,gimana
hiidup,hidup
kemudiaan,kemudian
menggesek2an,menggesek gesekkan
samarsaya,samar saya
keputihantgl,keputihan tinggal
dokharus,dok harus
berhbgn,berhubungan
menularutk,menular untuk
zakarkulup,zakar kulup
memgobati,mengobati
semulaky,semula kaya
emosiapa,emosi apa
tanyapunya,tanya punya
3hribagaimana,3 hari bagaimana
calvum,calcium
jwbnnyamkchh,jawabnya makasih
mnun,menun
matamenjadikan,mata menjadikan
ykl,yakali
higenis,higienis
inshaallah,insyallah
mulesini,mules ini
duhur,dzuhur
azan,adzan
trbngun,terbangun
kget,kaget
katanyaterus,katanya terus
nanyaini,nanya ini
beetambah,ber tambah
haidbisa,haid bisa
haidbiasanya,haid biasanya
mnjlng,menjelang
mnjelng,menjelang
bisany,bisanya
sdktlalu,sedikit lalu
puasatrus,puasa terus
trusklu,terus kalau
rskan,rasakan
implanyg,implan yang
enggakitu,enggak itu
raguentah,ragu entah
gimanatapi,gimana tapi
lemdir,lendir
kwitiaw,kwetiaw
operasisaya,operasi saya
nurainunsaya,nurainu saya
doknma,dok nama
sesakapa,sesak apa
sesakwaktu,sesak waktu 
kepedasan,kepedasan
sakitpada,sakit pada
lengkapnya,lengkapnya
unstabel,unstable
promontorium,promontorium
sesarny,sesarnya
dibag,di bagi
muntah2awalnya,muntah muntah awalnya
sampau,sampai
keputihannyaklo,keputihannya kalau
crita,cerita
dokinum,dok minum
ssaya,saya
menteng,menteng
luardaun,luar daun
ke9,ke 9
kananapakah,kanan apakah
mngeluarkn,mengeluarkan
kehamiln,kehamilan
bakarsisapakah,bakar sisa apakah
pgang,pegang
dokbgian,dok bagian
sbhu,subuh
tergangu,terganggu
penyembuhanya,penyembuhannya
bersaudara,bersaudara
berontak2,berontak berontak
ultimate,ultimate
33mgg,33 mg
baruan,barusan
desembesr,desember
mengkonsultasikannya,mengkonsultasinya
keasaman,kesamaan
gersumbat,tersumbat
hifubg,hidung
mngalamin,mengalami
tanyamengilangkan,tanya menghilangkan
harigimana,hari gimana
beralngsung,berlangsung
sktberatprsaan,skt berat perasaan
trsumbatmelerkpala,tersumbat meler kepala
sktgatalhidung,skt gatal hidung
lmastenggorokan,lemas tenggorokan
gelasjanin,gelas janin
bjisama,biji sama
buahsama,buah sama
buahbuah,buah buah
itpun,itupun
ua,ya
menghilamgkan,menghilangkan
gerakanny,gerakannya
berdiripun,berdiripun
dermafixt,dermafix
mentinun,mentimun
tuatiba,tua tiba
cwekk,cewek
cwokk,cowok
usgg,usg
waktuu,waktu
lahirann,lahiran
bruu,baru
penyebabnyaterimakasih,penyebabnya terima kasih
persendiannya,persendiannya
kostsetiap,kost setiap
foreplaynya,foreplay nya
wslm,wassalam
ambeyenapa,ambeyen apa
deritalangsung,derita langsung
batukapakah,batu apakah
7bulanpileknya,7 bulan pileknya
drbay,dari bayi
30wk,30 minggu
moodyjd,moodnya jadi
mngejan,mengejan
tdkpadahal,tidak padahal
dapotek,di apotek
kramat,keramat
teeutama,terutama
5mingguan,5 mingguan
kusamapa,kusam apa
doksdngkan,dok sedangkan
carekeesokkan,care keesokan
teeimksh,terima kasih
16thn,16 tahun
tumpulkiri,tumpul kiri
bronchovasculer,bronchovasculer
crakan,carakan
konsolidasi,konsolidasi
fibroinfiltrat,fibroin filtrat
tmpak,tampak
bulanantp,bulanan tapi
haidgmn,haid gimana
kbini,ke bini
penolak,penolak
kesamutan,kesemutan
benartrm,benar terima
sehatapakah,sehat apakah
berjalansy,berjalan saya
marchelina,marchelina
mrngetahuii,mengetahui
22w,22 minggu
lgidan,lagi dan
pusaritu,pusar itu
aerasa,serasa
setalh,setelah
dktrnah,dikater 
olh,olah
kgkira2,kg kira kira
tahundan,tahun dan
kejahitannya,kejahitannya
darahbercak,darah bercak
diadakan,di adakan
tddtanak,tanda tangan anak
petnda,pertanda
hitamtapi,hitam tapi
ibi,ini
gjala2,gejala
isomnia,isomnia
kptihan,keputihan
lagidan,lagi dan
bgndan,bangun dan 
ilank2,hilang
bingumg,bingung
apaydok,apa ya dok
kbawah,kebawah
kencingpun,kencing pun
dtekan,di tekan
buahpete,buah pete
12april,12 april
37hari,37 hari
dpipi,di pipi
menghilangkat,menghilangkan
35wtetapi,35 minggu tetapi
kebutalan,kebetulan
atlit,atlet
telatselalu,telat selalu
negatifpdhl,negtaif padahal
thnnikah,tahun nikah
langsungatau,langsung atau
byarkan,bayarkan 
lupaacepat,lupa cepat
jgmohon,juga mohon
dokditambah,dok ditambah
gelaapp,gelap
menananganiny,menanganinya
lukarobek,luka robek
redy,ready
dikateter,di kateter
kepastianx,kepastiannya
pembdarah,pembulu darah
rongtsen,rontgen
kembalilalu,kembali lalu
13hri,13 hari
pukul2,pukul pukul
terass,terasa
123teimakasih,123 terima kasih
memngaruhi,mempengaruhi
emkapsul,em kampsul
mnunjukan,menunjukkan
34hri,34 hari
televis,televisi
awlanya,awalnya
belekanknp,belekan kenapa
dudukny,duduknya
blakng,belakang
punggungmudah,punggung mudah
bgaian,bagian
bersendawanyeri,bersendawa nyeri
lambungyg,lambung yang
lembekterkdg,lembek terkadang
assmlm,assalam
knapsa,kenapa
4than,4 tahunan
assalamualaikummau,assalamualaikum
mnggntikan,menggantikan
prtanyannya,pertanyaannya
kerassensitifnormalkah,keras sensitif normalkah
dlakuin,dilakukan
dbri,di beri
1tp,1 tapi
5tabletdan,5 tablet dan
sayavitamin,saya vitamin
doktersdh,dokter sudah
keganasantumor,keganasan tumor
nanyaibu,tanya ibu
panggilan,panggilan
sesresetanapakah,seresetan apakah
kdalam,ke dalam
jahitanbukan,jahitan bukan
anggapaja,anggap aja
enyut2,denyut denyut
diabetestrus,diabetes terus
ibulan,bulan
pencrhan,pencerahan
kehmlan,kehamilan
pemeriks,pemeriksaan
semgg,seminggu
brktnya,berikutnya
siesedikit,sedikit
yamakannya,makanya
tibalangsung,tiba langsung
pendarahana,pendarahan
nyanya,nanya
anyang2,anyang anyang
4days,4 hari
31weeks,31 weeks
tnya2,tanya tanya
mnjelaskan,menjelaskan
mantux,mantunya
berap,berapa
mengatasimenghilangkan,mengatasi menghilangkan
mngobatinyaapakah,mengobatinya apakah
belekwarnanya,belek warnanya
kotoranmaaf,kotoran maaf
blntp,bulan tapi
benjolanterus,benjolan terus
maretlalu,maret lalu
wajarnormal,wajar normal
kurasakan,kurasakan
gmnada,gimana ada
kandungana,kandungannya
10thun,10 tahubn
nnyk,nanya
alamtapi,dalam tapi
4taon,4 tahun
meluruskannya,meluruskan
ngeluhh,ngeluh
kandunggan,kandungan
brbiji,berbiji
porix,porinya
melda,melda
sulisinya,solusinya
saiktnya,sakitnya
forneuro,for neuro
menjadwalkan,menjadwalkan
dokjarak,dok jarak
memghitam,menghitam
biasanyaklo,biasanya kalau
pulihdan,pulih dan
sekalimensa,sekali mensa
19tahunkalau,19 tahun kalau
ingatnyaterima,ingat nya terima
85thapakah,85 tahun apakah
dokd,dok
yamg,yang
bentolanny,bentolannya
itu2,itu itu
kakigatal2,kaki gatal gatal
tubuu,tubuh
diperkenankan,diperkenankan
gtuw,gitu
dudukpaling,duduk paling
lamamis,lama mis
mudanya,mudanya
ihampir,hampir
pengarih,pengaruh
mengedip2kan,mengedip ngedipkan
tanyasuami,tanya suami
mnjlar,menjalar
pembalutmohon,pembalut mohon
dokterjadi,dok terjadi
teapect,testpack
aayang,sayang
chestbagaimana,chest
diatasdan,di atas dan
bidandan,bidan dan
w5,minggu 5
baikpernyataan,baik pertanyaan
melayaninya,melayaninya
foreplynya,foreplay nya
tergatg,tergantung
flexible,flexible
rata2sy,rata rata saya
ausie,aussie
ke3x,ke 3 kali
10hri,10 hari
11hri,11 hari
tahunahir,tahun akhir
tetek,payudara
bibirx,bibir nya
bangettrasa,banget rasa
kontraksinya,kontraksi nya
thnsering,tahun sering
insidalctmdll,insidal ctmdll
rizqyansyah,rizqiansyah
tidurmakasih,tidur makasih
ponaanku,ponakan
semuasoalnya,semua soalnya
prubhn,perubahan
tahunskrang,tahun sekarang
bercbng,bercabang
kabuh,kambuh
thtp,tht
bermasalahapa,bermasalah apa
tongkolbgaimana,tongkol bagaimana
dokterdokbolehkan,dokter dok bolehkan
tenggang,tegang
surbexti,surbexti
opinasea,opinasea
vitmin,vitamin
normalbahkan,normal bahkan
lemassudah,lemas sudah
tenagabahkan,tenaga bahkan
menyusuiusia,menyusui
nafsuh,nafsu
tertanya,tanya
retakretak,retak retak
mengayunkan,mengayunkan
dkatakan,di katakan
hndari,hindari
bermasturbasi,masturbasi
pori2ny,pori pori nya
jerawatn,jerawatan
panas2an,panas panas an
flekdan,flek dan
195mei,195 mei
1x24,1 x 24
selamathidup,selamat hidup
dokstelah,dok setelah
lhirjdi,lahir jadi
25w2d,25 minggu 2 hari
kumatsedangkan,kumat sedangkan
epilepsisering,epilepsai sering
berumur32th,berumur 32 tahun
aslmualaikm,assalamualaikum
braitotp,berarti tapi
dokselama,dok selama
putihsuka,putih suka
promildan,promil dan
trhr,ter hari 
insrrument,instrument
kulit4,kulit
vara,cara
seperyi,seperti
kuningapa,kuning apa
berdarahsariawankeringtrus,berdarah sariawan kering terus
gtutrus,gitu terus
yakaya,ya kaya
dokakhirini,dok akhir akhir ini
besarapakah,besar apakah
37weeks,37 weeks
kadng,kadang
brdnyut,berdenyut
bulañ,bulan
hariminggu,hari minggu
keapa,ke apa
menitleher,menit leher
perantau,perantau
paramekapakah,paramek apakah
ngtiv,negativ
hubgan,hubungan
membunyikanmempletekan,menyembunyikan mempletekan
aering,sering
menstapi,mens tapi
hitamkaya,hitam kaya
pernahengunakan,pernah mengunakan
tegangsy,tegang saya
150100sy,15 01 100 saya
30wsetiap,30 minggu setiap
klainan,kelainan
ktauan,ketauan
gatal2apakah,gatal gatal apakah
nyamanapalagi,nyaman apa lagi
berpengaruhkan,berpengaruhkan
akyifitas,aktifitas
sesedang,sedang
airmata,air mata
herniaapa,hernia apa
termaduk,termasuk
istriapa,istri apa
nyatp,nya tapi
34thnskr,34 tahun sekarang
dsmber,desember
271217,27 12 17
atass,atas
pengobataannya,pengobatan nya
istrikarena,istri karena
keseharianya,seharian nya
tsbmisal,tersebut misal
gigiklk,gigi klk
keluarmaaf,keluar maaf
telapang,telapak
memepengaruhi,mempengaruhi
tanyamasa,tanya masa
menstruasidan,menstruasi dan
solusinya��,solusinya
termksh,terima kasih
terpijak,terpijak
2bulanapakah,2 bulan apakah
mnyala,menyala
mlamdokter,malam dokter
syalomslamt,selamat
sayaapakah,saya apakah
kurustinggi,kurus tinggi
mmliki,memiliki
nifasapa,nifas apa
nyamanapakah,nyaman apakah
downsya,down saya
asasya,ada saya
mudasya,muda saya
patahdan,patah dan
sajatapi,saja tapi
herannyakalo,heran kalau
demamyang,demam yang
20mei,20 mei
smearwktu,semear waktu
haidmisalnya,haid misalnya
jatohpokoknya,jatoh pokoknya
enakkadang,enak kadang
banyakperasaan,banyak perasaan
kirany,kiranya
selambat,selambat
1015an,10 15 an
susahdan,susah dan
kberkahan,ke berkahan
1xhari,1 kali hari
ektrimitas,ektriminasi
dagukirakira,dagu kira kira
wajahtiba,wajah tiba
kencangtapi,kencang tapi
lanzoprasolesiang,lanzoprasolesiang siang
bersendawatakutnya,bersendawa takutnya
mual2nya,mual mual nya
ngidem,ngidam
11raniditin,11 rani ditin
terimakaaih,terima kasih
sakirx,sakitnya
menyarakan,menyarakan
gondongeun��,gondok
gondongeun,gondok
gatalkdng,gatal kadang
khitamndan,khitan dan
slng,selang
haidtrs,haid terus
dokawal,dok awal
2jalan,2 jalan
kepaha,kepaha
ziqzak,zig zag
mandiatau,mandi atau
tertelanterminum,tertelan terminum
mualudah,mual udah
mnga,manga
nyerigejala,nyeri gejala
krnkan,karena kan
dokkbahaya,dok bahaya
laki2klo,laki laki kalau
mentahkeredok,mentah keredok
hamul,hamil
bangetnyut2nengok,banget nyut nyut nengok
dikira2,di kira kira
penyebabpenyakit,penyebab penyakit
anuskami,anus kami
iniia,ini
dokperkenalkan,dok perkenalkan
haidjdwal,haid jadwal
umumy,umumnya
ksembuhn,kesembuhan
menyimpannyatrmksh,menyimpannya terima kasih
sehabs,se habis
40wk,40 week
didpan,didepan
ginjl,ginjal
sbnrx,sebenernya
perblehknya,perbolehkan
pemcerahannya,pencerahannya
dihasil,di hasil
1×,1 kali
67kg,67 kg
dewasamisalkan,dewasa misalkan
mgapakah,mengapa kah
gastrucid,gastrucid
depantrus,depan terus
dokatas,dok atas
dalamdi,dalam di
pusingakhirnya,pusing akhirnya
benjolannyaterasa,benjolannya terasa
thtdan,tht dan
31mg,31 mg
314grm,314 gr
berart,berarti
serfiks,serviks
muntahhh,muntah
mengggulung,menggulung
kehijauantidak,kehijauan tidak
radang2,radang radang
seaakan,seakan
mengatasiobat,mengatasi obat
pikirian,pikirin
biasahampir,biasa hampir
sulittetapi,seulit tetapi
rasana,rasanya
sebabketika,sebab ketika
pagiterbangun,pagi terbangun
malamketika,malam ketika
palsukalo,palsu kalo
bagiang,bagian
meringakan,meringankan
ngeflak,ngeflek
assmalikum,assalamualaikum
mencernamenelan,mencerna menelan
diterusterangkan,diterus terangkan
190cm,190 cm
angetnya,hangatnya
mwu,mau
kurret,kuret
asalamualaikumdok,assalamualaikum
terhakir,terakhir
sesesorang,seseorang
mengucapkhan,mengucapkan
bbrpha,beberapa
bahayay,bahayanya
prengen,prenagen
khmlan,kehamilan
tertnggal,tertinggal
panasdemam,panas demam
mentsurasi,menstruasi
nglakuinn,ngelakuin
plajar,pelajar
kumpuli,kumpulin
hamilsehingga,hamil sehingga
tsbt,tersebut
teratursaya,teratur saya
badann,badan
berobatcuma,berobat cuma
nanyabbrp,nanya beberapa
msker,masker
kulian,kuliah
batukkalau,batuk kalau
bagamaina,bagaimana
sinusitus,sinusitis
14thn,14 tahun
pangakal,pangkal
pertumbuhnnya,pertumbuhannya
blakngan,belakangan
disaarankan,disarankan
mempersiapkn,mempersiapkan
pliek,pilek
thunn,tahun
seumuranx,seumurannya
sukaudh,suka udah
nyaminum,minum
nafau,nafas
prks,periksa
menjawabb,menjawab
gumpalah,gumpalan
ganau,gamau
tiaphari,tiap hari
telibga,telinga
dmuka,dimuka
sayaaa,saya
sepertia,sepertinya
dengen,dengan
gejal,gejala
mengggunakn,menggunakan
konfirmasih,konfirmasi
sekaranggg,sekarang
menggeluarkan,mengeluarkan
soluasi,solusi
mwnggunakan,menggunakan
tajem,tajam
5bulan,5 bulan
eungap,pengap
alkhamdulillh,alhamdulillah
inga,ingat
bergitu,begitu
mecoba,mencoba
beruhubungan,berhubungan
seyelah,setelah
kejadiian,kejadian
dtenggorokan,ditenggorokan
ngersain,ngerasain
bergrerak,bergerak
sedarhana,sederhana
sekarangangkn,sekarangkan
memikirkn,memikirkan
pengruh,pengaruh
pebambah,penambah
kadsng,kadang
persebdian,persendian
berwrana,berwarna
gemetar2,gemetar gemetar
ddubur,dubur
grakin,gerakin
spanjang,sepanjang
lition,lotion
semax,semak
sepeerti,seperti
tmbakau,tembakau
anakq,anakku
kuretasi,kuret
sehariam,seharian
telatur,teratur
tastpack,test pack
belangkang,belakang
kinum,minum
dpenis,penis
spermany,spermanya
mmbersihkn,membersihkan
dkeluarkn,dikeluarkan
wnta,wanita
diperbang,diperban
dhilangkan,dihilangkan
smmpai,sampai
kejadianya,kejadiannya
assalammualaimum,assalamualaikum
padahab,padahal
tetpai,tetapi
kesuluruh,keseluruhan
dullu,dulu
brgitu,begitu
konsomsi,konsumsi
mngempes,mengempes
kekuguran,keguguran
seroma,searoma
sakitnyaa,sakitnya
memamakan,memakan
mengalani,mengalami
pemeberiannya,pemberiannya
ykepala,kepala
terimkasihh,terima kasih
penyebabya,penyebabnya
telanjur,terlanjur
bibgung,bingung
sbtulnya,sebetulnya
duabulan,dua bulan
tahunun,tahunan
rikes,rileks
10bulan,10 bulan
sebelak,sebelah
jewat,jerawat
punyaebaba,penyebab
nomal,normal
endokrin,endoktrin
kaseh,kasih
pemanggunaan,penggunaan
apbila,apabila
recomend,recommend
nemutihkan,memutihkan
baeu,baru
sekili,sekali
mengeluaarkan,mengeluarkan
memcengkram,mencengkram
4bulan,4 bulan
disekirtarannya,disekitarannya
prnyebab,penyebab
bebyku,baby
meresa,merasa
teimakasih,terima kasih
trimkash,terima kasih
oleg,oleh
diakhr,diakhir
sudaah,sudah
menghabat,menghambat
kahwatir,khawatir
terimakasiih,terima kasih
hbya,hb ya
kenarin,kemarin
menjaul,menjual
intenet,internet
meperkuat,memperkuat
penjelansannya,penjelasannya
seprtinya,sepertinya
hlangin,hilangin
menyarankna,menyarankan
ngecilkan,mengecilkan
brenjol,brojol
ekskusif,ekslusif
850rb,850 rb
amankh,amankah
tjadi,jadi
malemny,malemnya
bsngun,bangun
seoarang,seorang
bececar,bercecer
nerdiri,berdiri
proqram,program
memutikan,memutihkan
buhan,bahan
kir2,kira kira
lumanyan,lumayan
dipetiksa,diperiksa
hasilnyaa,hasilnya
kcamata,kacamata
bannyak,banyak
meyuburkan,menyuburkan
tetanga,tetangga
begkak,bengkak
kemahilanku,kehamilanku
hubangan,hubungan
kesuburun,kesuburan
aedah,wadah
uluranbya,ulurannya
salwah,sawah
ngobtinnya,ngobatinnya
butuknya,batuknya
perkiraam,perkiraan
penyababnya,penyebabnya
diagonis,diagnosis
bedahak,berdahak
dilrang,dilarang
punyembuhan,penyembuhan
meyebar,menyebar
berukang,berkurang
lanjuntkan,lanjutkan
nenuju,menuju
seperri,seperti
petolongan,pertolongan
haidnyatidak,haidnya tidak
payudaya,payudara
karnna,karena
sebelumnyanya,sebelumnya
melahairkan,melahirkan
berisisik,bersisik
tiitik,titik
34minggus,34 minggu
mebghilangkannya,menghilangkan
hubunggan,hubungannya
hidungny,hidungnya
mwnambah,menambah
saolnya,soalnya
meperbaikinya,memperbaikinya
diperbolehkah,diperbolehkan
psang,pasang
didisebabkan,disebabkan
berukunang,berkunang
33w3d,33 minggu 3 hari
rontogen,rontgen
klao,kalo
ngendalikan,mengendalikan
mejelang,menjelang
nenunjukan,menunjukan
weeeks,minggu
pungungg,punggung
paikiater,psikiaternya
sikit,dikit
napakah,apakah
keluaar,keluar
setiapp,setiap
munim,minim
sebaikanya,sebaiknya
negtif,negatif
srkitar,sekitar
menyarankn,menyarankan
agutus,agustus
debgan,dengan
menfonis,memfonis
berrumur,berumur
assalamualaikun,assalamualaikum
nberkeringat,berkeringat
minumah,minuman
menasuki,memasuki
penangananannya,penanganannya
keringaat,keringat
tersasa,terasa
gajala,gejala
rsany,rasanya
agax,agaknya
sakitatau,sakit atau
yampun,yaampun
brdenyut,berdenyut
pencerahany,pencerahannya
jalnkan,jalankan
ketaui,ketahui
mapasi,mpasi
prempuannya,perempuannya
bjsa,bisa
fesesny,fesesnya
suforny,sufornya
bahkam,bahkan
debaynya,bayinya
minuma,minuman
munyak,minyak
guldar,gula darah
brtahun,bertahun
menangkapunyaa,menangkapnya
farmasih,farmasi
berlangaung,berlangsung
aplkasi,aplikasi
sehigga,sehingga
gejaaa,gejala
lanjuntukan,lanjutkan
pinggu,pinggul
bagaimaina,bagaimana
mengalas,mengelas
agusts,agustus
biadan,bidan
informasihnya,informasinya
aperma,sperma
penyebabbnya,penyebabnya
kerongkogan,kerongkongan
melanjuntukan,melanjutkan
smlem,semalem
termikasih,terima kasih
belhum,belum
dbelakang,dibelakang
menyebabkab,menyebabkan
dtimbang,ditimbang
33minggu,33 minggu
soalanya,soalnya
mencerahkannya,mencerahkannya
penyedotfacial,penyedot facial
munculsaya,muncul saya
nys,nya
dalammnya,dalamnya
vicee,vice
nggambek,ngambek
menyarakn,menyarankan
sbar,sabar
blbelumm,belum
diemater,diameter
mucul,muncul
asalamualakum,assalamualaikum
kringetnya,keringetnya
penegahannya,penengahan
ovarim,ovarium
kuruss,kurus
sekaramg,sekarang
mmpermudah,mempermudah
dibagiah,dibagian
kenaknya,kenanya
fatornya,faktornya
memgandung,mengandung
katnaya,katanya
10mm,10 mm
kebalakang,kebelakang
mecegahnya,mencegahnya
peyebab,penyebab
mgatau,gatau
tolonh,tolong
diknsumsi,dikonsumsi
mengoleakan,mengoleskan
benae,benar
tentukn,tentukan
dcampur,dicampur
bbuur,bubur
menguranngi,mengurangi
speerti,seperti
penymbuhnnya,penyembuhannya
inggin,ingin
makanmakan,makan makan
tersembut,tersebut
15menitan,15 menitan
bisabagaimana,bisa bagaimana
putihkalo,putih kalo
lamasetiap,lama setiap
awalanya,awalnya
disuntikanya,disuntiknya
harisetelah,hari setelah
bulanpernah,bulan pernah
komdom,kondom
memilki,memiliki
pkiran,pikiran
melaui,melalui
memgembalikan,mengembalikan
dianjurkanya,dianjurkannya
kelhatan,kelihatan
baid,haid
audah,sudah
hilamg,hilang
kecoklatanapa,kecoklatan apa
akhirny,akhirnya
kendarannya,kendaraannya
penjelasannyanya,penjelasannya
berlapis2,berlapis lapis
36w4d,36 minggu 4 hari
mngantuk,mengantuk
seperrti,seperti
17des2018,17 desember 2018
plasetanya,plasentanya
5w0d,5 minggu 0 hari
mememutihkan,memutihkan
kecelakan,kecelakaan
dikmsumsi,dikonsumsi
3y2m,3 tahun 2 bulan
mepengaruhi,mempengaruhi
tonjolanya,tonjolannya
kembli,kembali
kelanjutanya,kelanjutannya
payudaraynya,payudaranya
menpengaruhi,mempengaruhi
diundur,diundur
memgenai,mengenai
behubung,berhubungan
38w2d,38 minggu 2 hari
testpacl,testpack
4des2018,4 desember 2018
craanya,caranya
predikisi,prediksi
hubungana,hubungannya
bebahaya,berbahaya
namannya,namanya
imdomie,indomie
bèrdiri,berdiri
wwaktu,waktu
8w5d,8 minggu 5 hari
37w0d,37 minggu 0 hari
332mm,332 mm
35w0d,35 minggu 0 hari
678mm,678 mm
37w3d,37 minggu 3 hari
919mm,919 mm
pusarmya,pusarnya
membedakn,membedakan
histroy,history
9w1d,9 minggu 1 hari
berruam,beruam
semkain,semakin
5mei,5 mei
mengilangkannya,menghilangkannya
kilogram,kg
vmksh,terima kasih
112mm,112 mm
mnyebabkannya,menyebabkannya
umut,umur
atapi,tapi
gengam,genggam
lekumia,leukimia
puyak,punya
pengunggunan,penggunaan
kesaharian,keseharian
makasoh,terima kasih
jawabnaya,jawabannya
lubang2,lubang lubang
headaeat,headset
rataarata,rata rata
pusink,pusing
berakhr,berakhir
ssri,sari
strecth,stretch 
stetch,stretch 
menbuat,membuat
vaskin,vaksin
bersihkn,bersihkan
lsng,langsung
gituterus,gitu terus
kepengenn,kepengen
42th,42 tahun
kgbagaimana,bagaimana
mmbedakan,membedakan
smbuhdan,sembuh dan
dihndari,dihindari
dessember,desember
20menitan,20 menitan
setetelah,setelah
mallam,malam
9070mmhg,9070 mmhg
kwatirnya,khawatir
tertur,teratur
trotar,trotoar
cetat,catet
11w6d,11 minggu 6 hari
4gelas,4 gelas
aktivtas,aktivitas
paada,pada
pencerahannyanya,pencerahannya
drawat,dirawat
silusi,solusi
penanggulannya,penanggulangannya
harimohon,hari mohon
4w0d,4 minggu 0 hari
sebaenarnya,sebenarnya
tetpi,tetapi
penceenaan,pencernaan
gangguang,gangguan
pendngaran,pendengaran
radikaldan,radikal dan
kolestronnya,kolestrolnya
normaly,normalnya
harusny,harusnya
berporipori,berpori pori
mmbaca,membaca
nadha,nada
kahmilan,kehamilan
mnyusu,menyusu
produksinha,produksinya
diktakan,dikatakan
manaiki,menaiki
penybarannya,penyebarannya
mnimal,minimal
kemna,kemana
samgat,sangat
kehisep,kehisap
menganggulanginya,menanggulanginya
keguguan,keguguran
sbulum,sebelum
terditeksi,terdeteksi
konjungtivitis,konjungtivitas
benhkak,bengkak
ddaerah,daerah
mauntah,muntah
gesek2kan,gesek gesekan
dtiap,ditiap
menimbulakan,menimbulkan
yglalu,yang lalu
menghilangkannnya,menghilangkannya
05cm,5 cm
34we3d,34 minggu 3 hari
